330, 0.0
400, 0.5
412, 0.5611383264712073
424, 0.6164790779693856
436, 0.6723091986908449
448, 0.7222682507594154
460, 0.7599910145311506
472, 0.7919464087415757
484, 0.8194480836925663
496, 0.8432767658175481
508, 0.8674946941076656
520, 0.8927740048635852
532, 0.9228708341174645
544, 0.944997377227631
556, 0.9611425895579511
568, 0.9803855269464778
580, 0.9946441206370523
592, 0.9971657020553151
604, 0.9943213808889927
616, 0.9864097520036799
628, 0.9817718176687626
640, 0.9732852970249741
652, 0.9597291420395043
664, 0.9413286291904764
676, 0.9193883436586019
688, 0.8951220498596876
700, 0.8689724683572866
712, 0.8409904892048772
724, 0.8070172379549777
736, 0.7700752988409529
748, 0.7308483456777706
760, 0.6871440681654681
772, 0.6604789688591701
784, 0.6329014341680983
796, 0.583659080862261
808, 0.5401638756595569
820, 0.5070332011386599
832, 0.4707384713137317
844, 0.43354303279975925
856, 0.39785469892786274
868, 0.36177548385109426
880, 0.334635440687172
892.0000000000001, 0.3078896121459911
904, 0.2748179536989205
916, 0.23614890433220037
928.0000000000001, 0.20693850972011185
940, 0.17971898261057018
952, 0.1568850654823234
964, 0.13484321460183069
976.0000000000001, 0.11365754861153976
988, 0.09510637374439301
